제목,내용,게시자,게시날짜
쳌인 돌아보기 #1. 8월,"스불재의 시작 제시카 그립따,, 같이 한국 드라마 얘기하는거 존잼이었는데 (나보다 한국 드라마 잘 암) 담주에 광주 온다던데!!! 만날수 있으까… 이때까지만해도 가을 무난하게 갈줄 알았지 여름방학에서 야구 빼면 아무것도 안남음 희노애락의 스포츠냐구요? 노밖에...",DDoDDI-LOG,2023.09.29.
해피추석 추석틀 그린것들,ㅎ.ㅎ 모아보니 엄청 많더라구요..스불재긴한데 전달했을때 좋아해주셔서 그리길 잘했단 생각이들어용 ㅠㅠ 18장이네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅠㅠㅠ 덕분에 지금 그리는 커미션 진행은 많이 못했다능 이해해주세욥..ㅠㅠ 금 토 일엔 약속이 있어서 월요일부터 작업...,커미션나라 ★ 글.그림.만화.애니.캐릭터.로고.디자인 외주제작,2023.09.29.
하지만 내게 돌아온 건 핀잔과 푸대접뿐,쇼케이스 때 5탕을 뛰게 됩니다 스불재의 여제가 됨 which is good ^.^ 재미도 있엇고 탈도 많았던 보페 다시 저때로 돌아가면 진짜 백만... 이런 감정들이 몰려와서 수치스러워서 죽을 뻔했습니다 영호 선배 보고 계신가요 저는진짜억울합니다 아무튼 레전드 인 이 여자의...,아주 큰 배추인 것 같아요,2023.09.29.
{333벌레님 / Eugene님 / 회파리님} 살짝 밀린 커미션 후기 [말도 안되게 싼 가격 편],스불재를 즐기시는 분이 많으신건가....? 오늘은 밀린 후기들(의 특징이었던) _퀄리티에 반비례하는 가격 편을 정리해봤습니ㅣ다. 새벽이라 헛소리 많음주의. 오타 많음 주의. 그리고 이상한 주접과 짧은 분량주의. 1. 333벌레님 가격 : 0.15 기간 : 16일 미치도록 싼 가격에...,커미션나라 ★ 글.그림.만화.애니.캐릭터.로고.디자인 외주제작,2023.09.29.
100은 쫄려서 30문답,시카고 도심속. 재즈바. 사장님. 사실 진짜 솔직히 말하면 드러머도 너무 하고 싶어 27. 나를 2가지 단어로 표현하면? 스불재. 성장의 아이콘 28. 지금 좋아하는 사람이 있다면 왜? 29. 가장 무서운 것은? 청춘을 의미없이 보내는 것 30. 30문답 해본 소감? 오노추,청춘의 한 컷!,2023.09.29.
"생각정리, 시험 직전의 생각","3월: 개강, 스불재의 시작. 이번 학기(4-2)에 3과목(6학점)만 들어도 진짜 체력적으로 힘든데 1학기에는 18학점에 목요일은 7시간 연강 풀 법학이었다(진심 시간표를...약먹고 짰니) 하지만 법에 대한 지식이 전혀 없는 상태에서는 절대 로스쿨 진입을 못할거라고 생각했다....",Yarebadekiru,2023.09.29.
2023-09-24~2023-09-28,스불재.. 스스로가 불러온 재앙 ㄴ 왜또 빡쳤지 전광판에 2초 나온 새로 들어온 선수 보고 왼쪽에서 두번째 잘생겼다 했는데 ㅋ 이미 유명함 미남은 모두가 알아보는 법. 애들아 폰케 지대 맘에들어 아빠랑ㄱㄷ려서 먹은건데 흠.. 제취향 아니네여.. 아빠가 다 먹어줌 ㅋㅋㅌ...,동주네,2023.09.29.
서울이 체질,덕분에 잘 다녀왔습니다 돌아오는날 숙취로 인한 레전드 멀미 스불재로 학캠 갓다온날에도 죽을뻔하긴했지만요 넘 재밋엇다 ^_^ 지옥문턱 몇번 넘나들었더니 어느새 개강 어느새 유로 ..^^ 마지막날 비 너무 많이 왔던 것만 빼면 올해도 무사히 지나간 유로 날 밤새게 만드는...,내맘대로 성실하게,2023.09.28.
8월 지각생,나댔을까 스불재군요 (스스로 불러온 재앙..) 집현전 하러 홍대 가는 길..~ 에 발견한 황당한 현수막을 보십쇼 법원사거리에... 어쩌다보니 스불재 애들 정기모임을 이 때 했었네 ㅋㅋㅋㅋㅋㅋㅋㅋ 학교 앞 널리고 널린 술집 중 하나를 고르면 됩니다 혼긱대의 장점...,별이 되어라,2023.09.28.
핀란드 국적 취득 후기,너무너무 아깝고 학교 멱살 잡고 싶었지만 까고 보면 스불재라 그냥 셀프 멱살 잡음 오늘 내가 행복지수1위국의 국민이 아닐 리 없다 난 오늘 한국인 아님 그런 의미에서 오늘 꼭 진탕 노는 게 아니어도 내 하루 내가 온전히 꾸려서 만들어갈 수 있다는 게 너무너무 좋았다...,이름은짓는중입니다,2023.09.28.
[마곡/발산] 달달 크로아상 테이크아웃 맛집 - 크루아상 148 #빵집,이거슨 찐 스불재입니다...ㅎ 포스팅 한 세 개 정도만 한 달 전에 썼으면 되었을 것을^^...ㅎ 오늘 내일 파파팍 가볍게 털기!ㅋㅋㅋ (그리고 이제 이런 챌린지 못/안할듯^^) 오늘 나가면서 보니 집 앞에 오래 된 (거의 6년?) 최애카페가 내가 전혀 모르는 사이에 사라져서 슬펐...,도랄라몽의 보편적다락방,2023.09.28.
#109. 파멸벱주강렬격렬청량BOY [230928],잘 돌아가셨나요 모두 남은 한 학기를 위한 재충전 시간이 되시길 바라요 ! 저어는 재충전 시간보다는 밀린 스불재 처리를 하는 시간을 가질 것 같긴 한데 최근 너무 몸도 마음도 지쳐있었던지라 할 일 하면서 몸도 마음도 회복을 해보도록 할게요 Happy Chuseok For Everyone,de_aeѕeoнѕтa,2023.09.28.
우린 다시 평화로운 오후를 맞을 거야,근데 이날은 그냥 집에 갔어도 힘든 날이었음 (스불재) 10명의 인물 중 '앞을 볼 수 있는 사람'은 도냐 페피따 한 명 뿐 시각장애인을 연기한다는 거 진짜 어려울 것 같은데 다 너무 잘해요... 특히 김하연 배우의 에스페렌사! 1초도 놓치지 않고 온 얼굴로 연기하는 것이...,SLEEPTIGHTBABEE,2023.09.28.
9월.zip,그리고 스불재 레전드인 중국과 국제기구•••• 또또또.. 사장님이 나 아시더라고..? 이날의 발견은 얼그레이맛 우리 말하는거 듣고... 그녀 스불재 2 공감을 위한 렉*오…^.^ 덕분에 매주 책을 울며 겨자먹기로 읽는 중 지난주 과제로 읽어야 했던 책인데 너무 좋은 말이...,where stars land,2023.09.28.
"2023년 8월, 자막 없는 마음을 나눌 거야 너와","화상 입었어요,, 엉엉 덕분에 영광의 1번이었는데요… 공연도 너무너무 즐거웠는데요… ㅋ… 숙소엔 또 대따 큰 바퀴벌레 튀어나옴… 여러모로 참 안 좋은 기억이 많았던 일정 돈 내고 스불재에 갇힘… 다시는 안가!!!!!!! 다시 가가가가가가!! 수락수락수띿수락수락!!! 23....",언제나 소설처럼,2023.09.28.
조때따..,우리는 이걸 스불재라고 하기로 했어요,원신 공식카페,2023.09.28.
마침내 찾아오고만 인생 노잼시기의 일상,이런 거 보면 난 은근히 스불재를 즐기는 거 같다 화정 1113 집 근처에서 식빵과 수제 잼만 파는 가게인데 엄청 맛있음! 가게 이름 버스번호 아니고요 진짜임.. 잼도 스테비아로 만든다길래 정신없이 퍼먹었음 ㅎ 또 다른 인데요.. 방에 딸려있는 발코니를 꾸며주고...,dust archive,2023.09.28.
전체1000(리퀘 마감!),"우와ㅏ 전채 1000이 넘었어요!!! 다들 너무 감사합니당!!! 이미 리퀘 했지만,,, 선착순으로 한분 받아봅니당!!스불재 양식 이름: 성별: 생김새: 성격: 자세: 배경: 더 원하는것: 사진:",고양이전사들♡,2023.09.28.
☕️. 217,히히 돌아왔어요! 즐거운 연휴를 보내는 중입니다 ㅝㄴ가 근황을 말씀드리자면... 뉴캐 만들고! 합작 열고! 마감 20개 남은! 스불재의 삶을 살고 잇습미다..,전사들의 밤 : 강족,2023.09.28.
#66,스불재 도록 촬영 대기하면서 찍어본 셀카입니다 ^^. 제 셀카를 마무리로 ㅎㅎ 졸전 클라이맥스까지 가서 미쳐버리는 줄 알았지만 다행히 잘 지나갔고 계속 작업해야죠 .. 아직까지는 그렇게 힘들지 않는데 이번 학기에 팀플이 세 개걸랑요 어느 하나 쉬운 게 없네 크크 다들...,청춘의 나침반,2023.09.28.
진짜 존나게 지겹다,좋은 일이지만ㅋㅋㅋㅋ 나한텐 솔직히 너무 많은 에너지 소비가 동반되는 일이고 그렇게 기 빨려가며 알게 된 인간이 그저 스불재일 수도 있으니까 웬만하면 꺼리게 됨 결과가 어떻게 되든 일단 손해 보는 도박으로 느껴져서 아니 내가 너무 부정적인가?ㅋㅋㅋㅋㅋ 근데...,의식의 흐름,2023.09.28.
"July, August, September",좋아해서 모자이크도 호랑이 언니 정말 스윗하네요- 집까지 와주시다니 참고로 텐텐 아는 사람 오늘 이거 몰라서 틀딱소리 들었다 내가 아는 텐텐은 약국에서 끝났다 두시간 넘게 썼더니 화난다 포기할까 했지만 오기 생겼다 다 썼다고 좋아하는 나 모두 즐거운 추석,노는게 체고ღ,2023.09.28.
D+504 230927,하지만 스불재인 거 알아서 입 다물고 갑니도... 역 나와서 있는 화장실에서 주섬 주섬 옷 갈아입고 감 역에 있는 화장실에 사람 댕... 글고 스불재임 내가 돈 막 쓴 대가를 이렇게 치뤄야 함 이런 독기라서 고멘네 전철 기다리다가 탑승!! 진짜 개시원하다 근데 두 개 밖에 안...,♡,2023.09.28.
230925 - 230926 / 연휴 전에 일 시키지 마세요,"미뤄둔 전화영어 해치우며 시작 봇짐(떡 2키로+내 짐들어있는 백팩+ 아빠 선물 + 허떤여자 선물) 들쳐메고 프리폴 하러 교대 가는 중 스불재다 스불재... 피곤할걸 알면서도 왜 매번 이러는걸까? 알 수가 없다. 환승하는 길에 어떤 분이 앞뒤로 ""인대를 다쳐서 빨리 걸을 수...",절머는 절머,2023.09.27.
Sep┃오라 달콤한 추석이여,맞나… 동기가 둘이 술마시자고 꼬셔서 옴 이때는 몰랐지 이렇게 될줄은…^^ 항상 과음하는 자리엔 동기와 내가 있다 여기 안주 맛집이니 츄라이츄라이 하 미친새끼야 술을 쳐마시려면 트 모르게하라고 숙취때매 힘들어서 피티 제발 취소해달라고했는데 안해줌 ...,daily hozzi,2023.09.27.
한 달만의 대만이야,비행기 기다리면서 그린 스불재 3초 전의 서연이 곧 멸망함 진짜 멸망햇음 권서연 기절 비행시간 2시간 좀 넘게 근데 난 비행기 멀미도 잇더라 ... 그리고 생각보다 많이 무서웟어요 오자마자 한식 폭주 와 이맛이지 하면서 십분만에 뚝딱 다시 버스타고 익산 간 다음 엄마가...,릴리의 손,2023.09.27.
32시간 셀프 유럽미장 후기 & 팁(?),"이런글을 쓰게 될줄은 몰랐던 (스불재의 대명사) 로사입니다. 아시는 분은 아시겠지만, 오랜기간 운영했던 카페를 영업종료 하게 되었어요 :) 갑작스레 홈프로텍터(=전업자녀)가 되어버린 (ㅋㅋㅋ) 암튼 지금 쓰고있는 공간은 계속 제가 사용할 예정인데 아무래도 카페에서...",Chez Rosa,2023.09.27.
Be There,6월 며칠이었는지 기억은 안 나지만 저 중에 어떤 것이어도 손색이 없는 하루였음 주말 알바의 낙 점심으로 엽떡 먹기 종강과 동시에 스불재가 찾아오다 2주 내내 매일 알바 가는 미친 워커홀릭이 어딨냐고 그래도 더 바빠지기 전에 보경이 만나서 떠드니까 너무너무...,옥돌에 뜻을 새겨라,2023.09.27.
사서 고생하니 재미있는거겠죠?,"스불재로 유명한 저의 본능이 발동해서 그 칼 손잡이를 수리해보고자 들고왔습니다. Previous image Next image 날물 자체는 괜찮았는데, 손잡이가 거의 1미리 이상 벌어져있고, 칼날도 여차하면 빠질거같았습니다. 원래 에폭시를 붙여보았는데도 효과가 없어서 손잡이를 새로...","우드워커 - 취미 목공, DIY, 원목가구",2023.09.27.
"[한경/디지털마케팅/TLD_13] 그래서, 왜,마케터인데,,,?,,","SY : 활기 넘침 하루하루를 나름대로 재밌게 사는 것 같기 때뭉이다 1년 넘게 안 사람들 EJ : 부산스럽다 - 이유는,, 이유가 필요한가,,, 스불재 인생을 사는 그녀 EE : 바쁜 - 항상 할게많고 시간이 부족한 느낌..? 하루하루가 부지런히 바쁘다. (EJ : 쟨 성격상 라니까) 5년...",대학생 블로그입니다만?,2023.09.27.
이게 되네 제일 바빴던 23년 9월 3주차,여기에 아주 긴 사연이 있는데요 그냥 대충 차로 1시간 반 거리의 어떤 분이 스불재로 청주까지 온 사연입니다 꺄아아♡꺄아아♡ 맛있겠다 ㅋ 근데 속 아파서 저는 거의 못 먹었어요 한 7~8월에 오면 연꽃 핀거 볼 수 있겠다 이런 도서관 카페는 처음보네요 저는 너무...,s_yeon,2023.09.27.
[밴쿠버/D+75] 슬프다 슬퍼 워홀러,"그리고 이것은 스불재가 되었다 편지(x) 편지옥(o) 메트로타운에서 젤 조와하는 JJ bean 에서 시작. with room 냄겨서 크림넣은 아메리카노 looks like 라떼 화이트..아메리카노라고.. 하더라.. 릴스에서..? 암튼. 이렇게 좋아하는 사진들을 뽑아서, 뒷면에 카드처럼 내지는...",슈퍼다니옐,2023.09.27.
[도쿄외대 교환학생] 7월. 시험기간 & 수업 정보(이야기...),"사실 스불재긴 한데 생일에 요코하마 여행을 계획하고 있었기에, 과제 제출을 빨리 하고 자체종강을 빠르게 했던? 그런 느낌입니다...!대신에 정말... 정말 힘들었어요 다시는 이러지 않으리라 다짐함. 6월 중순부터 7월 초까지 정말 빡세게... 모든 과목의 과제와 발표와...",나민의 동글동글 블로그,2023.09.27.
일상 투척,스불재 전문 서영 soda party 맛 하리보 그녕 그럼 재구매 안할것 가틈 일단 먹어도 무슨 맛인지 잘 모르겠으 신거 먹고 싶으면 걍 다른 하리보 사..요.. 당뇨 안걸리고 48494939300302년 동안 살아야 하는데 쉽지 않네;; ㅠ 오타쿠 하니까 생각났는데 0922 내 사이버 아들...,강철의 여고생,2023.09.27.
[Week4] B835478 / 황세미,스불재인정하겠습니다. 왜 이런 것에 관심을 가지게 되었는지.. 정말 내마음은몰까..? [Week3] 그래픽 디자인 전시의 도록 (H반) 그래픽 디자인은 본래 전시장에 놓여야 하는 것이 아님 + 물리적 시간 제약이 동반되는 책 전시 (졸업전시) 다양한 사람들의 전시 방법을...,HISIDI 2023-2,2023.09.27.
12월 귀국,이거엿는데 집 가는 길은 너무 힘들엇음 엉덩이가 너무 아프고 생리하고 안경 안들고 와서 렌즈 끼고…….스불재 여자인 친구들은 왠만하면 피임약 먹고 타시길 장거리 비행에서 생리하면 진짜 최악임 이것저것 더 사올걸 근데 이때 이미 미국 음식에 너무 질려서 걍 빨리...,sksktp00님의블로그,2023.09.27.
어두운 골목의 천사들에게,꿈 같았어요 3만 5천명의 팬들 이름이 쏟아지는 가운데에서 연인 부르는 박효신을 보면서 나 이 사람 좋아하길 잘했구나 다시 한 번 느낌 어느 멋진 날이 오늘이 됐으니까 꼭 더 행복하기 그리고 여기 내 이름 뭐지 스불재 인간들과 또 머쩌고 대회에 나감 진짜 안 해도 되는...,1msaoly,2023.09.27.
{쟈강님 & 히스님} 슬플때 예쁜걸 보면 행복해지지만 행복할 때 예쁜걸 보면 행복이 두 배,사실 이정도면 스불재를 즐기시는건 아니신가 싶은 생각이 슬그머니....ㅋㅋㄱㅋ 쟈강님은 사실 빛의 마스터이신거 아닐까.... 라고 종종 생각합니다. 아니면 저렇게 빛표현을 섬세하게 할 수 있을리가 엄쎀.... 독특한 채색법도 어쩜 저렇게 찰떡처럼 그림에 맞아떨어지는...,커미션나라 ★ 글.그림.만화.애니.캐릭터.로고.디자인 외주제작,2023.09.27.
[모트모트 로켓단] 중간고사 D-24(사실은 D-27),스불재이긴 한데... 지금 꿈과 목표가 NULL 값인데 살기는 수험생 처럼 살고 있다. 간절하게 공부하면서. 수능 50일 남았다는데 작년 이 시기의 공부량과 맞먹을 수 있는 수준으로 공부하고 있다. 그때는 강의를 안 들었기라도 했지 지금은 강의 들으면서... 잠 안 오면...,Na+H2O->?,2023.09.26.
PTE 재수할게요 ^^*,스불재 그래도 나름 PTE 준비한다고 앱유니 결제했다 본건있어가지고 RA (read aloud)는 그냥 읽어도 80 나옴 나머지는 이게 뭔가 싶고요 으아닛 앱유니 내 음성 공유도 된다 내 목소리 듣고싶으면 들어가시든지 ㅋ(뻔뻔) Read aloud 1번 & 2번 & 라이팅 리딩 리스닝파트...,시켜줘 미국간호사,2023.09.26.
<베이스이즈나이스 Base is nice> 서울 공덕 / 한식,영업시간 화~일 11:00 - 15:00 매주 월요일 정기 휴무 *캐치 테이블 앱으로 예약 필수 전화 0507-1306-6724 첫 번째 방문 2023.09.15.금 스불재의 추천 이후 언젠가는 가야지 했던 베이스 이즈 나이스. 예약이 떴길래 아무 생각 없이 했는데... 됐다? 그런데 예약한 날이 김션이랑...,.,2023.09.26.
2p 랜덤 상황극 합작,"*이 게시글은 트라우마를 일으킬 수 있는 요소[ × ]를 포함하고 있으니 주의 바랍니다. Trigger Warning (이메레스, 트레이싱의 경우 하단에 원본을 올려주세요 이 문구는 글 게시시 삭제 부탁드립니다) [출처] : 본인 여러분 제가 갑자기 기깔나는 아이디어가 생각나서 합작...",픽셀리(Pixely) 비공식 팬카페,2023.09.26.
12시간 작업.. 100개 완성.. (feat. 동생 가내수공업 합류),"키야.. 이거보면 보람차요! 현재시간 8시.. 일단 100개는 완성했는데 아침, 점심도 못먹었으니.. 저녁먹고 100개 추가 달릴예정.. 중간에 동생이 퇴근해서 케이스에 담는건 저녁 사주는 대가로 알바 시켰습니다.. 이제 400개 남았다... 대충.. 8시간.. 화이팅.. .. 스불..",러브다이아,2023.09.26.
아라아라… 정신을 차리고 보니… 합작 마감이 세 개라고??,스불재 폼 미쳤다…,네오아카데미,2023.09.26.
도쿄.. 라는 곳을 제가 한번 가봤는데요?,사실 다녀온지는 한달도 더 지났지만... 아니 근데 벌써 한달이나 지났어? 시간 왜이렇게 빨?라? .. 일본 가기 전에는 일본만 바라보며 열심히 살았는데 이제 삶의 의미가 없음ㅋㅋ 근데 블로그 꾸준히 쓰는 사람들은 도대체 어떻게 쓰는거지? 쓴다고 누가 돈주는것도 아닌데.....,SUMiN ARCHiVE,2023.09.26.
늦여름,ㅋㅋㅋ우린 올블랙인데 맞은편 어르신들 소녀모임 중이셔서 넘 웃겼다 귀여워 츠키젠 내가 먹어왔던 돈카츠는 아무것도 아니였음 안심..너 유죄 슈파모델 이도경 런웨이 직찍 강남 다몽집 가는 길이라 쓰고 스불재의 시작이라 읽겠읍니다.. (설명 아래에 있음) 일단 다몽집...,e.damdm,2023.09.26.
아원썸바디,ㅋㅋㅋ 스불재가 따로웂군 누가 분리수거 대신 해주면 참 좋겠다 ... 집안일은 정말 해도해도해도 끝이 없슈 장 도 엊그제 본 거 같은데 냉장고에 먹을 게 없슈 .. 휴~ 그래서 도시락 싸기 귀찮아서 일케 나가서 마까롱 같은 거 사묵고...ㅋㅋ...,LIVE LIFE LOVE,2023.09.26.
<의식의 흐름에 따른 뮤지컬 비더슈탄트 후기>,"연출이나 넘버 얘기는 거의 못했는데, 이렇게까지 길어진 건 스불재이기는 하지만 지금 이틀 내내 후기 쓰면서 약간 지칠 지경이라 꽤 맘에 들었던 무대 디자인만 슬쩍 얘기하고 이번 후기는 마무리 지을까해요. 무대 디자인 자체는 심플한데 스크린을 활용해서 다양한...","Finally, an oasis in this wasteland",2023.09.26.
263. 테소로 오브 더 가이드/코혈압,싶잔아ㅋㅋㅋ 여기 각성자들 다 불쌍한뎈ㅋㅋㅋ 시진도 불쌍하고... 존나 다 불쌍함 ㅠ +나중에 후반부에 스불재 레즈컾도 나오는데 음... 망사라 도파민 살짝 폭발하긴 했음ㅋㅋㅋ 전반적으로 설정이 다른 가이드버스랑 달라서 흥미로웠긴한데 아마 재탕은 안할듯,나날들,2023.09.26.
네이버 시리즈 현판 / 로판 / 판타지 소설 추천 : 23년 9월 23일 기준,백작가의 망나니가 되었다 : 유려한 미완 / 현 989화 연재중 / 판타지 / 빙의물 / 착각계 / 인생작 / 스불재원조 추천도 : 5... 전독시가 구원튀의 원조라면 백망되는 스불재의 원조입니다. 장래희망이 그저 백수인 우리 김케일씨는 의 레전드입니다. 맨날 이거까지만 하고...,침침 일상 로그,2023.09.26.
얼렁뚱땅 멍충이 #18,오열할줄 알고 튼거야 깔깔깔 재밌어 반응 암튼 어떻게든 공모전 준비하고 이상태가 되어버렸지만 쩔수없음 스불재야 블로그 주인이여.. 3학년 인생 너무 혼란스러워요 혼돈이야 스스로 재앙을 불러일으키고 있음 좀 덜 바쁘게 살라고!! 추석에도 슬픈엔딩 과제 넘무 싫다....,✧˚Kon innit˚✧,2023.09.26.
23년 09월 월간일기,(또또 스불재 시작) 암튼... 9월 일기 시작함다 9/1 오늘도 계속된 운전연수.. 진짜 운전연수 그거 어떻게 잘하는건데 ㅠㅠ 주차는 매번해도 어렵다.. 운전연수 후기가 궁금하다면 아래로~~! 미길이 사냥감을 노리는 얼굴이 너무 귀여워서 자랑 겸 올림... 제..고양이 귀엽죠..?...,지잉의 일상기록기,2023.09.26.
책상위의 마스터피스 ...⚡️,쳐맛없음 우엑우엑 제발 내가 우유 베이스의 크림과 커스타드류를 싫어한다는걸 인정해야하는데 비주얼이 넘나 내 추구미라 포기할수없음 스불재인것이다... 이 사진 겁나 우려먹어주겠어 재료비만큼 아르떼미데 조명 !!!! 내손에 들어오다 엄마랑 언니한테 생선 한달 일찍...,每日誌,2023.09.26.
2023 MZ세대 신조어 모음,스불재 스불재는 ‘스스로 불러온 재앙’이라는 뜻이라고 합니다. 11. 쿠루루삥뽕 쿠루루삥뽕은 조금 나온지 되었지만 아직도 많이 사용되는 말로 ‘ㅋㅋㅋㅋ’에 웃는 것을 가리키는 의성어로 ㅋㅋㅋ 대신 사용되는 웃는 표현이라고 합니다. 12. 저메추 저메추는 ‘저녁...,SNS엔젤,2023.09.26.
사련챌린지,사실 스불재인 불행!이란겁니다 그런의미에서 아주 잘 실천중 이제 바보짓이라고 봐줄 수준을 넘어서.. 걍 체념하면서 이 불행들을... 손가락은 터서 지문을 상실함 계아프지만 사실 스불재임 뭐 잃어버리고 차 놓치고 날짜 착각하는 것들에 익숙해져가고 있었는데…또 새로운...,NA : NA,2023.09.26.
21. 그냥 그렇다고,"서러워지고 스불재인 걸 너무 잘 알지만 어디에든 기대고 싶었어, 아니 사실 내가 벌여놓은 일들에서 도망치고 싶었어 하루종일 아무것도 하고 싶지 않고 연락하고 싶지 않아서 그렇게 했어 나아지는 날들이 다시 오겠지 자고 눈을 뜨면 운동을 하고 샤워를 하고 미뤄덨던...",saysomethin,2023.09.26.
"9-3 Hurry up, don't be lazy","지나고 보니 소확행 모음집이었던 이번 주ㅎㅋㅋㅋㅋ 다음 주부터 본격적인 정기공연 연습과 정식 알바가 시작되는데 모두 잘 해낼 수 있을지 걱정되기도 하고 점점 쌓이는 공부들이 두렵기도 하고 ??? : 언니, 그거 스불재야~ ... 맞긴 해..! 그니까... ㅍ..파이팅..!",완두콩 성장일기°,2023.09.26.
9월 셋째주 - 일주일에 서울을 두 번이나?,스불재 스스로 불러온 재앙X 스스로 불러온 재미O 9/22 선물받은 고기 구워먹으려고 만반의 준비를 함 ㅋㅋ 동거인 집에 들어오자마자 헉! 하고 소리지름 ㅋㅋㅋ 9/23 오전근무 끝내고 서울을 갑니다 네?????? 또 서울을요??????? (머쓱^^;;) 가연이 만나자마자 우미회전초밥으로...,999,2023.09.26.
날씨최구,"간단하고 맛조아 누가 나 관찰했냐고.., 상한 버섯을 넣어버린 말아탕 스불재.., 진짜 ❤️싸가지❤️없는데 귀엽긴해; 26번째는 첨이라 새로 생겼다해서 가봤는데 일하고 있는 소라 만났다 우연한 만남 아주 좋고 신나",Ordinary,2023.09.26.
플로우 탑승,이러고 바로 신청을 함 근데 스불재였습니다 학생수가 135명임ㅋㅋㅋ 후후 맛있겠죠? (82000원 나옴 ㅆㅂ) 후배랑 친구랑 만나서 원래 길병원쪽 튀김덮밥(이름 기억 안남) 먹기로 했는데 지나가다가 어? 여기 맛있어 보이는데? 하고 들어감 진짜 맛있었음… 근데 돈이 좀...,서현님의블로그,2023.09.26.
특대형 화구통의 쓰임새,ㅋㅋㅋㅋㅋ 그리고 스불재 세트 간단한 조끼니까 만들어보자..하고 사봄 금색은 기존 옷과 다른데.. 걍 써보겠다구 편의점 반짓고리 세트에서 업그레이드 되었습니다 흐믓합니다만.. 제 손가락...괜찮을까... 원단용 접착제 같은겁니다... 날먹을 위해서 구입했는데... 음.. 잘...,데굴쫀득 굴러가는 잡동사니,2023.09.25.
#당신의근황 #025 - 어떤 목표를 설정할까? 독서 빼고.,운동하다 속 안 좋아서 후다닥 들어왔다. 내일은 괜찮아야 하는데... 흑흑. 여러분은 맛있다고 과식하지 말고 건강하세요. 행복하고 재밌고 즐거웠던 오늘 마무리가 이래서 아쉽지만 스불재니까 어쩔 수 없지. 무언가 목표를 정하자는 다짐으로 일기 마무리 완.,일상 아카이브,2023.09.25.
아무도 궁금해하지 않는 50문50답,ㅎ 과욕이 불러온 스불재는 아무도 막지 못하기 때문에 한 단계씩 나아가는 것을 목표로 하고 있습니다 4. 나의 좌우명 '아무것도 하지 않으면 아무 일도 일어나지 않는다' 가만히 누워있으면서 인생이 변하길 바라는 것이 가장 미련한 짓이라고 생각하는 사람입니다...,오늘은 뭐 한희,2023.09.25.
예전에 한 스불재 기억하고 계신분 있나욧ㅅ,"(그 김먕이 그거 이번주나 다음주에 드디어 올린대요) 따로 신청 받았던 곡에서 슈러라를 제일 먼저 따서 고거 먼저 올릴 걸요..?₩ ㅖ 아마도 그럴 겁니다 >< ㅔ, 이게 끝이여요 ㅖ ㅔ ㅖ? 아 안녕히가십쇼(?)",신공앱 8/1 [신비아파트],2023.09.25.
8월도 블로그 썼다 슈 슈슉,8월 9일 스불재의 날이었다...^^ 그렇다... 원래 카드뉴스랑 원고 8일에 다 끝내려고 했는데 아주그냥 일찍 잠들었다 그래도 8일 오전에 거의 다 해놔서 다행이었지만 PPT로 카드뉴스를 직접 만드는 것보단 돈 주고 쓰는게 더 퀄리티가 나은 것 같다 나는 유료구매 증빙하는게 더...,윤딩로그,2023.09.25.
미대생의 일상 무료공개,암튼 새벽에 ktx탔더니 진짜 너무 피곤했었음 새벽 4시까지 밤새고 5시까지 서울역 가기 +짐 20kg (스불재) 암튼 마산역에서 데리러 와준 아빠랑 아침으로 돼지국밥 먹음 아빠 최고 저녁에는 노영주와 합성동 감 딸막 술 안좋아하는데도 진짜 이거 너무 맛있어... 일본가서...,in wave,2023.09.25.
책 만들기_내 책에 넣고 싶은 내용들,"그리고, 스불재라고 하는 요즘 말처럼 재앙(고난)을 스스로 찾아다니는 성격인 것도 한 몫 한 것 같다. 대다수의 사람들이 인재에 힘들어하며 살아갈 때, 살면서 한 번도 겪기 힘든 천재지변을 두 번이나 겪은 사람이 몇이나 될까? 그리고 스스로 고행길을 자처해서 그런...",집구석마케터의 낙서장,2023.09.25.
☆:*･ﾟ마법고 합작*･ﾟ☆ Mystical,여러분들은 결국 합작을 열어버린 스불재 천련지를 보고 계십니다. 다들 마법고 잘하고 계신가요? 벌써 마법고 모든 컨텐츠를 끝내신 분들도 있고 아직 많이 진행 못하신 분들도 계실거에요. 하지만 모두가 마법고를 즐기고 계신다는 점은 똑같을 겁니다....,좀비 고등학교 모바일,2023.09.25.
도쿄 그리고 세븐틴 ~FOLLOW TO JAPAN~4,(내가 제일 많이 읽음.) 스불재 고고. 교동이로 살림살이 장만. 친구가 떠났다. 외로운 아침. 날 반겨주는 교동이들과 하루 시작. 이전의 짜잔이는 혼자하는 여행을 정말 좋아했는데 황천길들과 텅투 텅유와의 해투 겸 여행을 통해 함께하는 여행의 즐거움을 알게 되었다....,짜잔,2023.09.25.
