제목,내용,게시자,게시날짜
상병 이지석과 마지막 휴가 (상급자코스에서 엉덩이로 내려온 썰푼다),갔는데 이왜진.. 갑자기 리프트가 끝도 없이 올라가는 것.... 계속 올라가길래 이미 난 잔뜩 얼었고 울먹이면서 나 못하겠다 했는데 .. 막 울먹였는데.. 절대 말 안 듣고 옆에서 웃으며 손잡고 어쩔수없지 ㅎㅎ 이러는 지서기.. 그래서 끽해야 중상?급자 코스에서 타던 제가...,evergreen innsummerhaze,3일 전
231004 KBO LG vs 롯데 직관 (1박2일 부산 여행),내가 사직에 있다니 갸악 이날 라인업 ㅇㄴ 경기 전에 뽑아서 다행 영구결번된 대장의 10번 이날 경기 롯데 선취점 좋아좋아 3회 말 원아웃 1루 주자 그리고 전준우 아저씨의 타석 아~ 아조씨가 투런포 홈런 치는 상상 ㅁㅊ 심지어 초구였네 나 진짜 이때 응원가...,5월 4일,3일 전
[중계동 헬스장] 에이블짐 중계점에서 월 2회씩 무료PT 받기,뭐지 이왜진? 근육량 왜 늘었지. 잘못 나온게 아닌가 의심되지만 정신승리를 위해 현대문물을 믿어보기로 합니다. 체성분 분석 요거 CID이렇게 세개만 있는 줄 알았는데 P도 있었네요..? 몸고생 좀 했더니 체지방이 쭉쭉 빠졌나 봅니다. 시작은 가볍게 스트레칭존입니다....,돌아버린 개돌이 블로그,3일 전
250ml 콜라 950원 355ml 콜라 900원 ...?,이왜진,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,3일 전
[일상] chitchat,이왜진..? 오픽 AL 최고 등급을 받았습니다. 오류 난 줄;; 엄마한테 전화해서 “끼얄로러라ㅏ러ㅓ어랄럴!!” 이러니까 엄마가 노력의 결과라고 잘했다고 하시더라고요. 근데 솔직하게 진짜 뭘 한 게 없음;; 그래서 이 영광을 하늘에 계신 원 앤 온리 그분께 모두 드리고요...,Enjoy and Survive,3일 전
https://m.blog.naver.com/wlals827/223272890530,이왜진 진짜 진짜 맛있었던 떡볶이 엽떡도 사랑하지만 이런 떡볶이만의 무드가 있음 이 사진 햇빛이 너무 잘 담겨서 좋아함 카메라 사려고 간 거였는데…. 막상 카메라는 돈 없어서 못 사고 (중고 똑딱이 주제에 16만 원 이래) 그런데 옷은 16만 원어치 산 사람 됨. 작년부터...,Some Bunny Loves You,3일 전
제주도 마지막 날,장난으로 친구한테 여기 옆집 주인이 택시 기사님인가봄ㅋㅋ 했는데 이왜진?? 진짜 숙소 옆집에서 나오시더니 타라 함.. 조낸 힙하게 운전하시는데 술 냄새나셨음 ㅋㅋㅋ.......... 어쨋든 술 냄새가 나긴 하지만 마음 편히 먹고 친구랑 떠드는데 갑자기 기사님 안전벨트도...,평범한 나의 일상들,3일 전
11월 (2),ㅡㅜ (이왜진.. 일하면서 전 날에 사놨는데 안먹은 디저트39 크레이프 케이크랑 아아 (살때도 연하게로 샀는데 얼음 녹아서 더 연하게 되는 바람에 내 입맛에 아주 딱 맞았당 ! 그리고 저 초코녹차크레이프케이크 진짜 넘흐 맛있는거 아니냐묘... ㅜ 디저트39 케이크는 처음...,➰더하다,3일 전
아직 늦지 않았음이 분명해요,건데 이왜진? 월즈 결승 하나에 249000원을 태웠어요 근데 후회는 절대 없습니다 근데 티켓값이 정확하게 제가 방학에 1주일에 알바비로 번 돈이랑 일치하더라고요 월즈 결승 덕분에 소비가 급격하게 줄어드는 거지의 삶을 체험하고 있슴다 두 달만에 알바를 다시 시작하게 된...,J,3일 전
항상 삶과 저편의 경계에서 발을 걸치고 있다더니,이왜진?,트릭컬 리바이브 공식 카페,3일 전
체코 교환학생 | 체코에서의 마지막 일주일 | 안녕 올로모우츠,"이왜진 ? 반팔 안갖고 온 서연이 .. ㅇㅈ, ㅎㅈ이 볼일 보는 동안 혼자 흐앤므랑 자라에서 쇼핑하다가 겨우 그냥 괜찮은거 건졌는데 진짜 파리에서 저것만 몇 번 입었는지 모르겠음 ㅋㅋ 온 사진에 저 옷만 입음 그리고 프라하 한식당 찾아서 감자탕이랑 코다차야st 김볶밥...",Parts of ME,3일 전
한국 사람들 감기의 기원 . jpg,이왜진...???,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,3일 전
3주 전 이야기,이왜진.. 교수님한테 30점 만점 맞냐고 다시 여쭤봄 성인 시험 볼 때 하 죳댔다 싶었는데 고양이 귀여(워) 워는 묵음임 고기 사러 왔다가 노가리칩 겟 신은철이 팽이버섯 저래 만들어놨다 ㅋㅋㅋㅋ.. 유병재스러운 사인 하지만 지금은 시들었음.. 11.03 <Fri> 갑자기 냅다...,나 에은쓰 만 이십 세인디,3일 전
2023 첫번째 여름 : 뒷북오쥐는 싱가포르 여행 1일차,총평으로는 만족햇습니다 수영장도 물이 더럽고 까마귀가 공격해서 도망나온 거 빼곤 조앗어요 (이게맛나) 이왜진 얘네가 파뱌밧 날아오더니 갑자기 물을 마시는 거엿음니다... 잔득 쫄은 나는 까마귀들에게 모라곻 하진 못햇고 그냥 도망나왓어요.. 즐거웟던 수영타임...,yeha_owo님의 블로그,3일 전
인천기계제도기능사학원 우리도 같이 배워봅시다,"이왜진,,,,,,? 인천기계제도기능사학원 자격증 관련 사진 전산응용기계제도기능사를 준비하려는 분들 중에 인천기계제도기능사학원에서 관련 툴을 처음 접해서 공부하시는 분들이 대부분이라서 기초부터 단계별 수업으로 진행하고 있어요 ~~ 반면에 관련 경험이 있는 전공생...",혜진리쓰펙,3일 전
나는 어떻게 살았는가,그대들은 어떻게 살 것인가 에서 영감을 얻은 제목이다 개강하고 왜 바빴는지 잘 모르겠지만 아마 그냥 노느라 일 것이다 한달 뒤 종강인데 (아싸아싸뵹) 개강하고 어떤 삶을 살았는지 짧게 올리오 9/1~11/19 산책하고 기분좋은 우리 마루 의정쌤 만나따 맛있는 밥도 사주시고...,기록과 기억,3일 전
[ 강남 맛집 ] - 국제수입식당 본점 / 가성비 좋은 역삼 냉동삼겹살 하이볼 맛집 내돈내산,생방송 투데이에도 나오고.. 이왜진 ..? ㅋㅋㅋㅋ 진짜 걷다가 알게 된 집인디 !!!! 신통방통 아주 만족해버린 내돈내산 냉삼집 ! 사이드들 매우 훌륭해요 >< 가격도 진짜 싸고 .. 합리적 역삼에 이런집이 ?!?!?! 다음엔 주전자우동 먹어볼꺼에요 ㅎㅎ힛 역삼 냉삼집 찾는다면 요기 !,Haappy Always⠀,3일 전
"호주 멜버른 4박5일 |1st day_ batty's buger, 시티 구경, 마루동물원, 필립아일랜드","몰들어갔는데 이왜진,,,, 토니모리 한국에서도 보기 힘든데 이게 여기있네 ㅋㅋㅋㅋㅋ 그리고 the ordinary ㅎㅎㅎㅎ 한국에서도 외국인들한테 인기 많은거같던데 아예그냥 호주에도 들어와있구나 신기 했음 ㅎㅎㅎ 마트에 물이랑 가벼운 저녁사러 갔는데 소주를 만원넘게...",켈리의 미니멀&심플라이프,3일 전
23.11.16 제주여행 1일차 동쪽 게스트하우스 송당온도,제주 올 때마다 이상하게 비행기 지연으로 포틀럭에 한 번도 제 시간에 도착한 적 없음 이왜진 .. 그래도 얼른 낑겨 앉아서 스며들기 성공 날씨가 안 좋아서 야외불멍은 못하고 실내불멍 신기해 이거에 마시멜로도 구워먹었는데 jmt 근데 나도 사장님처럼 굽고 싶어요 사장님...,ESTJ의 뒤죽박죽 일상,3일 전
이왜진,"갑자기 어제부터 열나길래 병원 왔더니 진단서 필요하면 독감, 코로나 키트 검사해야한대서 얼마냐니까 첫 병원은 4만원이라길래 당연히 호구 잡는 거라고 생각해서 다른 병원 왔는데 ㄹㅇ 키트가 4만원임;; 검사 결과 양성이고 주사까지 맞으니 옘병 병원비가 48000원이네",코뮤니티,3일 전
[강비틱] 뽑기기록 한 페이지 당 푸리나 한명씩 있는 미친 비틱,이왜진..... 덕분에 2돌 전무선에서 마무리하려던거 강제 4돌당해버렸읍니다 지금부터 미호요에 대한 공격은 나에 대한 공격으로 간주합니다..... 이글 보신 분들 반드시 비틱하시길 바라겠습니다!,원신 공식카페,3일 전
"다른건 참아도 (못참음) 마리오는 못참는 감자의 첫 일본 오사카 여행기_[day2, 230913]",동영상을 유니버셜 직원들이 찍어주는데 텐션 장난아니고 입장하기 전 부터 내 동심을 마구마구 끌어올려주신다 이왜진 ⁉️⁉️⁉️⁉️⁉️⁉️⁉️ 이 때 부터 였습니다.. 불타는 감자가 되기 시작한게 9월 중순이면 더위가 좀 가셨겠지 싶었는데 젠~젠 나이데스 ...,델리밍쥬,3일 전
가급적 밝은 면을 볼 것,이왜진 진짜 딸기 향 남 신기해 퇴원하고 빨았더니 더 향긋한 딸기가 되어마씸 입원 중간에 코로나 걸렸나? 합리적 의심 들 정도로 몸살감기가 진짜 심했는데 아무리 생각ㅎ해도 온 세상이 감기에 걸리게끔 조성해준 거 같음 전날에 예수병원 외래 있어서 갔었는데 거긴 항상...,✎⁾⁾⁾,3일 전
11/22 스팀 블프 쇼핑 + 할로우 나이트 후기,이왜진? > 고구마에 김치는 왜 먹음? > 나만큼 김치 좋아하는애 여기 없다 > 파김치는 김치 아니다 > 깍두기도 김치 아니다 > 총각무랑 깍두기 무랑 다른거다 김알못아 제일 좋아하는 제이팝? 김광석의 사랑했지만 좋아한다 진짜진짜로 스팀 블프 쇼핑 시작 블랙프라이데이의...,에스더 공식 팬 카페 AESTHER,3일 전
주르르...고맙습니다,이왜진,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,3일 전
주르르...고맙습니다.,https://youtu.be/EytUgpZ4Egk?si=DgJGMtUM3vi9MRvK ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이왜진 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 곡이 좋네요ㅋㅋㅋㅋㅋ,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,3일 전
주르르... 고맙습니다,노래 실존 이왜진? ㅋㅋㅋㅋㅋㅋ,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,3일 전
Fucking했던 final exam…,스타벅스 갔다가 수성못 한바퀴 돌았다 사람들이 뭐 찍고 있길래 가보았는데 자라가 있었다 (이왜진) 잉어에 둘러싸인 장어 가 아니라 자라군 …. 거위…? 도 있었다 니네 무슨 축제하니 시험기간에 머리가 너무 많이 빠져서 혹시 탈모인가 하고 검색해봤다 초록창 치자마자...,덤벼라 이세상아,3일 전
로로피아나 키즈 캐시미어 스웨터 XMAS 한정 상품 / 귀욤미 폭발!!! 너무 귀여워서 냅다 들고왔어요!!!,아니 크리스마스 한정 상품으로 나왔다는 데 이왜진 너무 이쁘잖아요 ㅠㅠ 이런 거 성인용 안나오나요?!?!? 싶을 정도로 너무 이쁜 키즈 스웨터!! 거기에 로로피아나 키즈 스웨터도 국내가 100만원대 인거 아시죱?? 요 상품 한정 상품으로 가격까지 착해서 얼른 들고...,어스맘 〔명품 구매대행〕,4일 전
해장국에 들깨를 많이 넣으면 술이 들깨ㅋㅋㅋㅋ,이왜진?,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,4일 전
다시 working,오늘 손님 명단에 김탄이ㅋㅋㅋ 이왜진 상속자들 이민호가 떠오르는 내 직장에 김탄의 등장이라… (사탄들의 학교에 루시퍼의 등장이라…) 속으로 이러면서 혼자 킥킥댐 11월 17일 가족 톡방에 동생 파마한 사진이 올라왔어요 애기때 파마 진짜 잘 어울렸었는데 축구선수라...,하빙구의 일상☁️,4일 전
아줌마돼도존나예쁨,이왜진 ... 내가 왜 아마존 ... 지니 개까붐이슈 무알코올 먹는 친구들과 함께하는 힐링 여행ㅋ 그래요? 승연이는 항상 우리 곁에 ~~~ 승연아 담엔 우리 셋이 미국 갈게 기둘 셋이 영화 보자고 국제 시장을 틀었지만 갠플 조지다 잠듦 전주 2일차 ... 얼마나 추우려고 죽을래?...,_,4일 전
11월,장순필 핫도그가 뭐에요..? ?이왜진? 무튼 추워서 따수운 핫초코 테이크아웃하고 산굼부리로 고고 ~ 올라가자마자 망원경 보이는 척해서 사람들을 낚자고 음모(?)를 꾸미는 깡이..ㅋㅋㅋㅋ 님 근데.. 이거거든요? 남들은 존나 우리한테 관심 없다구요 아시겠어요? 사진 그래도...,희노애rock,4일 전
악랄한 메기,이왜진?,간다효 메기수족관,4일 전
[오사카/도톤보리] 쿠쿠루 vs 본가 오타코 타코야끼 웨이팅 솔직후기,이왜진... 47년 전통이라니 아까 먹은 타코야끼가 너무 맛있었기때문에 얼마나 더 맛있을까 싶었다 (아까의 배부름보다 훨훨훨씬 배가 불렀음) 타코야끼 고장답게 때깔은 역시 곱네요✨ 여기도 역시 : 가쓰오부시 쏘스 이빠이 쿠다사이 영상 못찍었는데 거의 타코야끼...,미돼가 먹고 사는 일상,4일 전
소르베 크탈 픽업ㄷㄷ 소르베 떴냐???,이왜진,쿠키런 킹덤 공식카페,4일 전
아들 검색 기록에서 ‘오구라 컬렉션’을 발견한 아빠.jpg,이왜진.. 출처: 인스타,맨체스터 유나이티드 - The Red Devils,4일 전
이런 저런 일상.. ㅡ..ㅡ,잘 어울리진 않는 것 같아 이왜진? ^^.. 수능 끝난 고3의 현실 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오랜만에 영접한 엽떡의 맛이 너무나도 황홀해서 먹는 내내 대.흥.분 상태를 유지하며 섭취함 어.. 나를 위해 망가져주는 남자..... 마약범으로 단정 짓고 욕 하면서 떠들 땐 언제고...,⠀,4일 전
빅딜) 좌석간격이 넓고 수유실까지 있는 베이커리 카페,이왜진 (이게 왜 진짜) 헐! 수유실은 2마트나 백화점에만 있는줄 알았더니 카페에 수유실 있는거 처음보네요 (맘님은 그저 감동) 빅딜 카페 수유실은 의자처럼 된 평상과 아기 기저귀를 갈 수 있는 옴폭한 폼 재질의 매트 그리고 티슈와 세면대가 있는데요 물은 안나왔어요...,네모네,4일 전
[일본어공부]47일차:今日の温度は25度です。,아 나 카즈야랑 MBTI 똑같아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ넘웃기네 보면서 동족의 기운이 흐른다고는 생각했는데ㅋㅋㅋㅋㅋ이왜진? 嬉しいほんまに 다시 검사하긴 귀찮으니 .. 예전에 찍어둔게 있네 모두가 행복했음 좋겠으면서도 정작 내 안의 사소한 고민은 잘 해결하지...,SOO,4일 전
오뱅후,그리고 오늘 방송에서 얘기나온 화장실 의자는 사실 우연히 위컴알을 검색하다 얻어걸렸는데 (이거 두개 합성한거) 이후 올라온 영상에 있어서 놀랐던 기억...이 있음 (이왜진...) 그래서 어떻게 구함? 마지막으로 요즘 청묘가 방송에서 욕을 좀 자주함. ㅇㅇ. 아니 근데...,청묘 팬카페,4일 전
검은사막 모바일 챔피언십 기념 검사모데이,미녀의 이왜진 헤르엔젤 축구신메시 빛바랜추억 뚜레쥬르 큐티유빈 듀공 KilreKim 내우주는전부너야 송구리당당 체샤 낭만을찾아떠난사람 로이넬 브경 기절 중랑장파 Redsnail 마존 파아란하늘만 비초 l금지구역l 주의보 o설녀o쿠비나시o 안망 아바타 Danbi 킹몬 사토르...,검은사막 모바일 대표카페,4일 전
뭐여 이거ㅋㅋㅋㅋㅋ,깜짝이야 이왜진,"비욘드그루밍 [남성화장품, 남자화장품, 스킨케어, 체험단]",4일 전
밥 먹을 때 볼만한 요즘 예능 추천 2탄,"도경수 진짜 잘 먹어서 보기 좋음,,, 요리도 잘 함,,, 연예인이 군악대 아니고 취사병 출신인 거 이왜진?! 하지만 진리는 이것이다... 광수 씨 지대로 먹을 줄 아시네... 삼겹살 구운 거에 비빔국수 올려서 깻잎 쌈. 저거 보고 며칠 뒤에 바로 비빔국수해 먹음. 못 참지. 2. 어쩌다...",Fine Thank You And You,4일 전
브랜뉴런,이왜진ㅋㅋ 2024재탕에 고1수학 몇개만 추가한게 2025란거지?,윤도영통합과학시스템,4일 전
이왜진,취준생 베스트 인기글 [11월 3주] 나 혹시 삼성 회장의 숨겨진 양아들..?... 외 이번주 BEST 인기글 https://vo.la/tOyjK 나 혹시 삼성 회장의 숨겨진 양아들..? 다른 데 다 떨어져도 삼성은 맨날 붙음;; https://vo.la/JrqKf [11월 3주] 이번주 신입 채용 리스트...,"스펙업｜취업,대학생,인턴,대기업,공기업,GSAT,대외활동,공모전",4일 전
수학 백분위 1 올랐냐?,이왜진 ㄷㄷ,포만한 수학 연구소,4일 전
도쿄에 나타난 다비드 실바,https://www.instagram.com/p/Cz8UpCjrjbe/?igshid=MzRlODBiNWFlZA== 이왜진....ㅠㅠㅠㅠㅠㅠㅠ 도사님 그 바로 옆에 한국이란 곳도 있는데 어떻게 한번 와주실래요??,Manchester City World : 맨체스터 시티 월드,4일 전
이왜진..?,"쎈카 이벤트해서 조러브스 리뷰썼던거 인스타에 올렸는데 풍양조씨 여사님이 좋아요를,,,? 업계포상인가... 힘내서 야근하겠습니다",쎈스쟁이 향수 이야기 ssense fragrance,4일 전
기깔난 제목이 떠오르지 않는 블로그,진짜 맛있음 맘모스 푸딩도 짱 맘모스빵이 아닌데 맘모스빵맛이 남 이왜진 코코넛 가루 묻은 곰돌이 마들렌도 엄청 맛있다 근데 안에 카야잼이 들어 있어서 되게 달아... 퇴근하고 여친 보러 간 날 그냥 일하다가 살기 싫어지면 꼭 보러 가는 듯... 보러 가면 나 집까지 데려다...,1,4일 전
[카페] 숙대입구역 때가이르매,간다 이왜진...? ㅋㅋㅋㅋㅋㅋㅋㅋ 말차산 케이크도 유명하다던데 같이간 동생이 무화과 홀릭이라해서 우리는 무화과 치즈케이크랑 아메리카노 주문! 케이크 아래 크럼블이 달달하고 넘넘 맛있었다 쿠키들이 알록달록 귀여워서 크리스마스 분위기 낭낭했다 이날은...,먹짱의 기록,4일 전
2023 목표 열심히 놀기 !! (아님..),이렇게 마리오카트도 못하는데 어떻게 운전면허를 따지 면허를 포기하기로 마음을 먹엇어요 그 여자의 생일만남 .. 애들아 오랜만에 봐서 넘 좋앗다 자주보자 제발~ 짱림캐쳐 컴백함 무려 .. 30분 후에 (타이틀 진짜 ootd면 살자리버스한다고 햇는데 돼서 좀 당황스러움),가영만세,4일 전
[원신] 뒷북 제대로 치는 늦은 리뷰,서로 ㅇㅁㅇ 하고 바라봤다 ㅋㅋㅋ 이왜진...? 결국 푸리나는 다시 스택 0인상태로 ㅋㅋ 돌리게 되었다는 ㅋㅋ 그래도 비틱해서 그전에 쌓아둔 인연과 그전에 트럭 사다둔거 써서 명함전무해줬다 ㅋㅋ 그리고 또 백출돌리다가 나오고;; 상시 돌리다가 데히야(오늘 나옴;;11/22)...,움돌이의 뒷북치기,4일 전
151. 비닐 봉투 같은 느낌을 느껴본 적 있니,우헤헤 저 또 떠나요 안녕~~~ 수경언니 챌린지 영상에 교수님 댓글 이왜진.. 11월 14일 화요일 과장님이 쏘신 고굼마라떼로 시작하는 아침 점심으로 또 고기 먹는 날 >< 대리님이랑 카페투어 하기로 했다 둘다 빵수니라 너무 행복해.. 나는 이근처에서 회사를 3년 다녔고...,짜잔 우아하게 등장,4일 전
) Malaysia !,"ㅎ 일단 한식부터 먹어주고 찾으러 카운터 돌아다녔는데 분실물 들어온 건 없었다고 나중에 다시 연락 준다고 했다ㅜㅜ 그나마 다행인 건 한국 행 비행기에서 잃어버렸다는 점,, 얼른 내게로 돌아와줘 .. 이천 도착 이왜진 !??? 길고 긴 여행 끝 ——-✈️",♡ ⋆⁺₊⋆ ☾⋆⁺₊⋆ ♡̷̷̷ ⋆⁺₊⋆ ☾⋆⁺₊,4일 전
"[남산산채집,콤포타블남산,서울역] 남산둘레길 가을나들이","나약한 우리는 웨이팅 없는 식당 찾다가 포기하고 그냥 버거킹 먹음 ㅠ 자리도 없어서 포장해가지고 역내 의자에 앉아서 먹음 ㅠㅠㅋㅋㅋㅋ 학생 된거같구 그르네 나름 잼써따 이제 기차타러 가려는데 이왜진,, 비선생님 왜 여기 계시는데요ㅠ 순간 야외인가 했자너 근데...",윤픽을 찾아서,4일 전
빙글빙글 돌아가는,다들 정말 속상하다 속상해 얼굴 안가릴래요 아몰랑 그러고 노래방갔는데 이 사람 자기 코딱지 제 팔에 닦아요 아진짜 왕자증나 이왜진 아무나 앞에서 안부르는데~하고 일본 노래 부르는 아저씨와 아이돌 노래 함 불러봐~?하고 무비랑 손오공 부르는 왕자병 잘불러서 진짜...,채린잉데여,4일 전
23.11.18.-19. DELF A2 독학 시험 후기(광주 알리앙스 프랑세즈),근데 시험보고나서 단어 찾아보니 이왜진..... 그리고 춤추고 노래부르자고 했다 왜냐하면 재밌으니까...ㅋㅋㅋㅋㅋㅋ기적의 무논리 하지만 100단어는 넘겼죠...? 하지만 앞에서 언급했듯이 모든 왜냐하면을 왜로 써버린 나는 레전드.. <시험 둘째날 말하기 - 구술> 전날...,취미로 공부하기,4일 전
삼성팬)규민 없는 규민팀,젤 충격이네여 ㄷㄷㄷㄷ 오선진은 신혼집땜에 삼성에 안남는다 했는데 롯데행 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 김동엽 아무도 안주워감 ㅇㄱㄹㅇ 그리고.... 이번주 토요일 라팍운동회 구자욱팀 vs 규민없는규민팀 이왜진 ? +)이번 fa김재윤부터해서 2차드랲까지 현재로선 만족,●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN,4일 전
231119 롤드컵 직관 후기❤️라기보다는 편지… 월즈 티원 우승!!!,이랬는데 이왜진 그리고 또 2세트 밴픽과 증명 그웬…녹턴…드레이븐…와우…레드의티원… 근데 이걸 또 보여줬죠? 그웬 진짜 미쳤어 우리 탑이 제우스예요!! 우리 탑 국대탑 세체탑 제우스!!! 티원 유스 출신 성골 제우스!!!!! 탑이 진짜 너무 잘하잖아 괜히 업보 쌓을까봐...,비밀이야아직아니야,4일 전
눈,요즘 블로그 잘써야겠다 맘 먹었음 사실 맘만 먹음 늘 의욕만 앞서는 편 “작심 3일을 10번 하면 30일이 된다” 너덜트 영상보고 동기부여 얻은 나 이왜진.. 나 뭐든 진심이구나 근데 뭔가 진짜 도움 되는 느낌이야 빼빼로데이 두근! 내가 받은 거 같지? 아니! 내가 줘야하는...,로딩중 .. : ),4일 전
[세무사 준비] 11/12 토익시험 점수 나왔당ㅎ,"이왜진?ㅋㅋㅋㅋ LC , RC 점수 바뀐 거 아닌가요??ㅋㅋㅋㅋㅋㅋㅋ 하... 모의고사 수업 그만해야하나...ㅋㅋㅋㅋㅋㅋ 세무사 시험에는 700점 이상이 필요하니, 뭐 암튼 이렇게 세무사 시험에 필요한 자격을 하나 획득했다는 그런 이야기... 왠지 오기가 생겨 조만간...",세린이 일상로그,4일 전
"인도네시아 빈탄여행 투어후기(1)! 스노쿨링, 카약, 현지식당, 투어비용 +한국어가능 기사님 추천!","겁나 신나셔서 계속계속 시키셨다....ㅋㅋㅋㅋㅋ 이왜진 오토바이 수상 가옥 바로 옆으로 5~6m쯤 에 내려가면 무슨 모터싸이클이 있다고 알려줘서 가자고 했다. 예? ...오토바이요? 그게 왜요? 대체 왜 여기에?... 해서 내려갔는데 ...? 앉아보고 싶었는데 흙, 이물질이 많아...",하루는 72시간 아닌가요?,4일 전
추운 날씨에 따뜻한 국물 생각날 때 가는 곳 / 군산 샤브샤브 맛집 추천 - 샤브로21,"참사가 ㅜ 결국 맹맹 육수속에서 추가 리필한 재료를 넣어 먹었습니다 .. 그래도 나름 맛있어요,, 이왜진...? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쌀쌀 한 날씨에 따뜻한 국물 마시러 오세용 전 이런 곳 이 너무 좋아요 뭔가 1인 샤브샤브 집 처럼 위생적이게 내 냄비에서 내 젓가락만 닿는 것,,",<3,4일 전
이 아이는 커서 ENFP가 됩니다,2주차에 대리님 출산휴가 => 나한테 업무 토스 로 인해 2주차부터 야근 + 체계적인 교육이 있는게 아니라 하면서 배우는 시스템 근데 친절하게 가르쳐주는 회사가 많지는 않다고는 하더라…이왜진 아니 무슨 마시면서 배우는 술게임이냐고요 덕분에 마시면서 배우며...,댕댕이 세 마리와 놀고 먹는 삶,4일 전
공든 십일월 셋째 주 I Could You Kill Me Once Again,오래 오래 보아요 17일 블루베리 마법단 진짜 궁금하다 이왜진 진짜.. 큰일났다 싶었다 우리를 도와주신 교수님들께 좋은 소식을 알려드릴 수 있어 기뻤다 첫눈이 왔다 근데 근로 심부름 하는 도중에 내리기 시작해서 에헤이 조졌네 하며 뛰어갔다 약속을 가기 전에...,데일리 공든,4일 전
구구구 비둘기 아니고 구월 블로그 제출 (이제서야..),개총 겸 행사 뒤풀이!!구요 나경이랑 코노도 가쥼 으히히 이왜진 아니 제가 저 말을 한 지 하루만에 ㅁㅊ 정말 머리를 자르고 나타낫대요 ㅁㅊ 사실 이 날 아침에 일어나능게 너무 힘든거임;; 당연함 월화 - 저녁8시까지 동극 연습 수 - 과행사 후 개총 그러고 목욜 1교시 진짜...,Happier,4일 전
10월의 어느 멋진 날에,귀엽다잉 ㅋㅋ 여러분 #남원 맛꼬방 진짜 맛있슴다 치킨 별로 안좋아하는데 치킨하면 비비큐랑 맛꼬방 생각남 ㅎㅋㅎㅋ 남원에만 있어서 아쉽 ㅠㅠㅠ 진짜 맛꼬방 후라이드가 미쳤음 ! 치맥 짱 먹다보니까 맥주 왜 작년꺼임 ? ? 10월 마지막 밤 다들 11월에 행복하숑,따끈따끈 만두,4주 전
2310,꽤 진심인 나 오늘이 제가 죽는 날인가요 크록스 대주주께서 하사한 회사 슬리퍼 지비츠 박아서 데려가야지 구내식당 혼잡으로 인한 외식 건 에 대하여 쌀국수로 선회 평일 점심 직장인 할인 번창하세요 외근 중 보게된 신기하고도 멋진 장면 안개와 화질 콜라보로...,Mining,4주 전
재미있었던 10월~~,"를 나갔어요 가온이와 함께^^ 체험하는게 생각보다 재미있었고 기록 잴때는 체력땜에 죽다 살았슴다 여기서 1,2,3등 하면 도대회도 나가는데 왜 가온이와 내가 1,2등을 했을까요 ? (아마 도대회는 11월 블로그에 나올겁니다^^) -10.14- 서울갔던 날입니댜~ 일당 훠궈 첨...",₍ᐢ- ̫-ᐢ₎‧˚,4주 전
2023.10.21-26 _ 오죠~사마,이왜진 .. ? 집에있던 엄마랑 가족 상봉 2023.10.22 성수동 ㄹㅇ 열걸음에 팝업 하나있음 ㄷ ㄷ 암튼 나도 자크뮈스 ~ 주인좌 지갑 잃어버렸다고했지요 ? 뭐살까하다가 이게 젤 리즈너블ㅋ 한 거 같아서 실물 보러 왓삼 근데 팝업에서 사면 10% 할인 ? 어케 안사. 허튼데 쓰는 거...,o-ka-ka-yit,4주 전
빨간 매니큐어를 바르고 은색 샌들을 신고 싶다,나왔다 이왜진 I am 럭키 girl이에요 여기는 카페 테이블이 3개 정도 있는 작은 카페 겸 소품샵이다! 저 스누피 달력 사고 싶어서 찾아보니 20만 원인 걸 본 내 표정 : ㅇㅅㅇ 저 우디 스누피만 좀 떼갈게요 1번째 사진은 프레젠트 모먼트 2번째 사진은 다른 소품샵 ‘프레젠트...,주인장 휴가갔읍니다.,4주 전
2천 년 뒤의 너에게,우리반쌤은 선생님 사비+학급비로 이런 거 사주신다고 근데 우리 4명이서 먹었는데 진심 이걸 다 못 먹음 이왜진? 내 위 믿고 나댄 김가은도 어처구니 없음 이건 어느 한 소녀가 우리친해요 를 보여주고싶었던•• 진짜 이 이야기도 어이없음 심심해서 저 테스트 하다가...,모든 계절이 유서였다,4주 전
